screen_name,statuses
adavbceo,"['https://t.co/f9V83U9Hd8', 'Popped out to Metropolitan Golf Club for @adavb Autumn Golf Day to chat to members. Walked a few holes with friends… https://t.co/2IrAP8NsPi', 'More Australian hospitals removing soft drinks. This needs to become the norm, not the exception. https://t.co/kipWgXeLG1', 'Victoria to receive extra $1B in GST revenue due to extraordinary population growth. How about we invest a small fr… https://t.co/Js8i6x66Lq']"
LisaVanhook1,"['#Win Some Bath, body and Yummy Scented Candles from @Scentbird! #bath #bodycare #candles #beauty #skincare… https://t.co/QnjC9531SB', 'New #GIVEAWAY from @jewishladyblog! Enter to win a $100 #giftcard from @coach https://t.co/axXcgeU5Km', 'I just entered to win a Nectar Sleep Memory Foam Mattress from @FairytaleTVLR and @NectarSleep! You can enter too!… https://t.co/B6DNzhjhiJ', 'https://t.co/V8IK2l8y7O https://t.co/V8IK2l8y7O', 'I just entered to win a Family Trip to LEGOLAND Castle Hotel and more prizes @childrensplace...Check it out! https://t.co/Qu4mewRP6i', ""Enter the KOA What's Behind The Yellow Sign Giveaway and you could win the a Keystone Passport ROV, a $500 KOA gift… https://t.co/RuAfmQzEZf"", ""I'm playing for a chance to win an Eyeconic digital gift card from VSP. You could too! Enter now at… https://t.co/otaHLTZWOq"", 'Spring is here! Make the most of it and you could WIN a $10,000 Visa® Prepaid card. #sweepstakes NoPurNec18+AgeOfMa… https://t.co/u2ofTjcqrv', 'I entered the @RocketMortgage “Countdown to Infinity #Sweepstakes” for my chance to win $4,000 and other prizes!  https://t.co/8Z2mGCql24']"
empiredensm,"['@christianross We are always eager to help our patients with the best dentistry services. Schedule your appointment today! 469-507-3786', '@neAIDSproject We are always eager to help our patients with the best dentistry services. Schedule your appointment today! 469-507-3786', '@Cen10titans We are always eager to help our patients with the best dentistry services. Schedule your appointment today! 469-507-3786', '@AEGISDental We are always eager to help our patients with the best dentistry services. Schedule your appointment today! 469-507-3786', '@shrutikajsb We are always eager to help our patients with the best dentistry services. Schedule your appointment today! 469-507-3786', '@DrNirmalPrasad1 We are always eager to help our patients with the best dentistry services. Schedule your appointment today! 469-507-3786', '@dental_jobs We are always eager to help our patients with the best dentistry services. Schedule your appointment today! 469-507-3786', '@primedentalclin We are always eager to help our patients with the best dentistry services. Schedule your appointment today! 469-507-3786', '@mikecornes We are always eager to help our patients with the best dentistry services. Schedule your appointment today! 469-507-3786', '@PAULOPINHODDS We are always eager to help our patients with the best dentistry services. Schedule your appointment today! 469-507-3786']"
Epic_Careers,"['Can you recommend anyone for this #job? MEDICAL ASSISTANT/CERTIFIED MEDICAL ASSISTANT - PEDIATRICS - Position #2018… https://t.co/TLAaUD6ijw', ""Want to work at Epic Management? We're #hiring in #Banning, CA! Click for details: https://t.co/yqRueS1Ao0… https://t.co/XHLGEauUSF"", 'Interested in a #job in #Redlands, CA? This could be a great fit: https://t.co/ID5pNVWdVh #Medical #healthcare #Veterans #Healthcare #Hiring', ""We're #hiring! Read about our latest #job opening here: MEDICAL ASSISTANT/CERTIFIED MEDICAL ASSISTANT - OBSTETRICS… https://t.co/nySgYbzxlV"", 'Interested in a #job in #Redlands, CA? This could be a great fit: https://t.co/Ol7Gx8uSmc #medicaljobs #medical #Healthcare #Hiring', 'Want to work in #Redlands, CA? View our latest opening: https://t.co/YoyFX6938i #medicaljobs #medical #Nursing #Job #Jobs #Hiring', ""We're #hiring! Read about our latest #job opening here: REGISTERED NURSE I/II FLOAT - URGENT CARE - Position #2018-… https://t.co/BNFhAKx3pR"", 'Can you recommend anyone for this #job in #Redlands, CA? https://t.co/ky576QHCU5 #Medical #healthcare #Veterans #Healthcare #Hiring', ""If you're looking for work in #Redlands, CA, check out this #job: https://t.co/SFWAP7GuNF #medicaljobs #medical #Healthcare #Hiring"", 'This #job might be a great fit for you: MEDICAL ASSISTANT/CERTIFIED MEDICAL ASSISTANT - PRIMARY CARE - Position #20… https://t.co/F9v1YhTs9d']"
EmergencyMedJob,
EmergencyMedJob,
labwork365,"['Cabbage proven to drastically risk reduce of cancer, contains anti-inflammatory compounds https://t.co/PmfmCnwMS9… https://t.co/4sDtQKwM5l', 'A healthy family starts with you. Healthy you, healthier family! Order your health package now, through labwork365… https://t.co/iULS3QNAhr', 'Lemon can help us loseeight and are also good for our overallHealth. Consuming lemon in diverse ways and following… https://t.co/qzMmtSIrcO', 'Avocados are packed with vitamins, minerals, and nutrients, which can fight inflammation in body and protect your a… https://t.co/6bfdymn1l1', 'Do you know?\n84.1 million american adults are living with prediabetes, and nearly 90% of them are unaware of it! Kn… https://t.co/Fb3oaTsYp4', 'Are you over weight? Then you need to know this serious risk of cancer! https://t.co/LgUZ8mLZQ7\n#overweight… https://t.co/N9hsUvoHiN', 'PSA is one of the most important parameters of health among 45+-year-old males. Know more about it at… https://t.co/nE9DZwbAPa', 'Diagnosing renal function impairment lately, even after its visible symptoms can be risky! Get it checked now befor… https://t.co/Wy3VetuolN', 'Do you know?\nBeets are packed with fiber,  potassium, vitamin C, and iron. Take healthy food and keep a regular che… https://t.co/M6bWGSjVn1', 'Health benefits: Eating a diet rich in vegetables &amp;fruits as part of an overall healthy diet may reduce risk for he… https://t.co/azM7ix7RiY']"
DignityHealthNS,"['Revamping that diet you set for your New Years resolutions? Consider choosing smarter carb alternatives.… https://t.co/w9PHU3qmCL', 'Feeling like you’re about ready to pull your hair out? Us too. @todayshow shared 6 tips to calm the stress in 5 min… https://t.co/0UlW80cmP3', 'Spring blooms are here, and with it comes the itchy nose and watery eyes. Experts share tips to help combat the spr… https://t.co/qQdjF8qf0B', 'Stop the Bleed Bystander Response presented by Mercy Medical Center Redding.\nJoin us April 16th and learn how to St… https://t.co/xbyR2GwkNy', 'Dignity Health North State helped cool thirsts during Healthy Kids Day at the Shasta Family YMCA in Redding Saturda… https://t.co/pPZYikrVnT', 'Sugary cereals are making their way back onto shelves. Learn why companies are returning to their sugary roots via… https://t.co/UgQYiTo7zn', 'Does spring fever have you craving the outdoors? Use it to your advantage and throw in a little exercise. Turns out… https://t.co/R8LIAUxxMy', 'Red Bluff Rotary would like to invite you to the Annual Tough Enough to Wear Pink Fundraiser Barbecue and Auction.… https://t.co/THkd42MfAE', ""Join us at the Red Bluff Round-Up Auction, Sunday, April 22nd. We'll see you there. https://t.co/HQm8ZMWOsA"", 'Join us tomorrow SATURDAY, APRIL 14TH for the Annual Red Bluff Round-Up Chili Cookoff. Tasting starts at 11:30 am!… https://t.co/oDU6tswjIx']"
BDA_FASG,"['Do you have a food allergy question for our experienced @BDA_FASG members? Ask via Twitter/ email or BDA discussion… https://t.co/hFKYlo6jNm', 'Looking for a reintroduction diet sheet for non-IgE mediated allergy to egg/ soya/ wheat? We have developed 3 fanta… https://t.co/S8PmGhtn4a', ""EAACI's Food Allergy and Anaphylaxis Meeting #FAAM2018 will be taking place 18 - 20 October 2018 in Copenhagen, Den… https://t.co/ckMMAN1KQ4"", 'A simple guide to eating wheat-free from our expert members on this @BrDieteticAssoc Food Fact Sheet: https://t.co/meb3O9shCk', ""We have five FACT SHEETS for dietitians in our members' section: calcium, milk Allergy, Eeting without wheat, egg A… https://t.co/4yIb5KqA2P"", 'How to step down from an amino acid to an extensively hydrolysed formula- a new resource for dietitians https://t.co/a1IT3Gs7Pn']"
PhysicianJobsOK,"['ENT Opportunities in Thriving Health System in an excellent communit -  (OK Job)  http://https://t.co/1aQvdQmBtV', 'Family Medicine Physician Needed - $220k/YR + Incredible Govt...  $220K (OK Job)  http://https://t.co/nbGH50fFRx', 'Emergency Medicine Physician Needed - Up to $350k/YR +...  $350K (OK Job)  http://https://t.co/t08Y3iOoNc', 'Psychiatrist Top Pay in Oklahoma City - 300 days of sunshine -  (OK Job)  http://https://t.co/uwLfPiZRlb', 'Excellent Part Time Outpatient Opportunity -  Lawton, OK. -  (OK Job)  http://https://t.co/ocjvkN34hE', 'Physician - Primary Care -  (OK Job)  http://https://t.co/UJ4KFElMxq', 'AllianceHealth Deaconess Seeks Primary Care Physician to Join...  (OK Job)  http://https://t.co/RB5JqFspyj', 'AllianceHealth Deaconess Seeks Primary Care Physician to Join...  (OK Job)  http://https://t.co/WWJFlwyZzq', '$300,000 Income Potential + $160,000 Loan Repayment, Lifestyle...  (OK Job)  http://https://t.co/jKUxgdVSkW', 'AllianceHealth Midwest Seeks to Employ OB/GYN -- Near Oklahoma...  (OK Job)  http://https://t.co/j1PgpEVL64']"
GeriatricMedJob,"['Geriatric Medicine Physician Jobs in Anchorage, AK -  (AK Job)  http://https://t.co/FKeY6xCKfF', 'Geriatric Medicine Opportunity -  (IL Job)  http://https://t.co/78rewyo12H', 'Ideal part time opportunity to build your own flexible schedule...  (WI Job)  http://https://t.co/VxSfgGH6b0', 'PACE Medical Director Opportunity in Beautiful Asheville, NC -  (NC Job)  http://https://t.co/9e51ba67UR', 'Full Time Physician for Large Public Health and Hospital System in...  (CA Job)  http://https://t.co/EKKdCaYHtp', 'Geriatric Medicine - Medical Director Opportunity -  (MA Job)  http://https://t.co/WPdews9ALm', 'Internist/Geriatrician, Skilled Nursing Facilities -  (PA Job)  http://https://t.co/pu3L3atfVJ', 'Geriatrics Opportunities-Rochester Regional Health-Rochester, NY!...  (NY Job)  http://https://t.co/jrlRBXx82C', 'Geriatrician - Yale New Haven Geriatric Services - New Haven,...  (CT Job)  http://https://t.co/Uc74ZiFRCo', 'Geriatric Primary Care Physician -  (MN Job)  http://https://t.co/LaF65bcizZ']"
paula3ashley1,"['@booplum @MagniFieri Followed🇺🇸🇺🇸', '@MagniFieri Please follow and I follow back all my fellow Trump supporters🇺🇸🇺🇸', ""What's wrong with these kids? Who are they hurting by removing their own testicles? Not me! Certainly not Trump! Li… https://t.co/SzT0zNyeyQ"", 'This picture speaks a thousand words. So much money and power right there, unfortunately. We conservatives need to… https://t.co/KRH0i8tlls', '@micro_mamags @Deplorable4TX I think that is a great idea? Liberals are destroying our country and they will stop a… https://t.co/CKYkjLgh6x', '@chuckwoolery @si0err3a @chuckwoolery What is going on with our country? This is insane! How do you fight back agai… https://t.co/CRyYzvPtbN', '@dbongino @wackodad @dbongino What is going on with our great country? This is insane!', 'This picture, makes me so proud! Love our country! American Pride🇺🇸🇺🇸 https://t.co/y1MwSR9knY']"
ASGCTherapy,"['The discovery of proteins essential for development of dopaminergic neurons could be the key for developing… https://t.co/7CGQTmsIs3', 'Breakdown of #CART #CellTherapy for hematologic and solid #cancer with consideration for toxicity from… https://t.co/rFbrFTMbQQ', 'To understand the search for LUCA, the Last Universal Common Ancestor, you need to understand the science behind… https://t.co/8f59QkHGQ1', 'We smell what @TheRock is cooking. https://t.co/6sFLikbGzv', 'Let’s ruin the building-smashing, helicopter-eating fun of #RAMPAGE with facts. How accurate were the #CRISPR claim… https://t.co/tQTWwUvcJM', 'For many of the leading researchers in #CART #CellTherapy, solid tumors and greater control are the next frontiers… https://t.co/E5pD5PtmNN', 'An unexpected diversity of polyfunctional phenotypes in modified T cells demonstrates the impact of #GeneEditing on… https://t.co/KQ1BMVut69', ""Great special edition published in coordination with ASGCT's journal, @MolTherapy. https://t.co/LKh7Uo145U""]"
BrentMoodyTN,"['Worth reading.  TN is in good shape re: pension obligations, but will need constant attention to avoid future probl… https://t.co/2yhlk3tqCR', 'Congratulations to my friend, Dr. Natalie Curcio.  Well deserved recognition from @nashvillebiz. @CurcioDerm https://t.co/D0QOWW8aoL', 'The acute and catastrophic impact of adolescent psychiatric issues are well known, but we must address the long ter… https://t.co/JnTji8x7jI', 'Conservative leadership is making TN a better place to live. Check out these stats: https://t.co/EvG2rYjvY6', 'Thank you to my friends Noelle &amp; Harrison Warner for opening their home. Great to meet and hear from their friends… https://t.co/Udro1xmWKo', 'Fun to see first Dr. Brent Moody for State Representative bumper sticker.  Bumper sticker keeping interesting compa… https://t.co/eAqOJgLZ34', 'Our understanding of cancer keeps advancing. Interesting article in Cell.  Hopefully will translate into enhanced p… https://t.co/HyAPScuCyo', ""In TN we're making advancements in telehealth, to provide rural communities with the healthcare services they need.… https://t.co/tkoEV4KW4V"", ""Thank you for your support! I'm truly humbled by your generosity and grateful for your partnership in creating a be… https://t.co/kq5ofgGYI8"", 'Big thanks to @AustinLMcMullen @t_alsup &amp; @andersonflatt for inviting their friends &amp; neighbors from Crieve Hall &amp;… https://t.co/X1iNUubIsI']"
iamuberness,"['#TitleOfMySexTape\nHow NOT to have sex', ""What happened to these black gentlemen is fucked up, but it's stupid to place blame on Starbucks as a whole. That p… https://t.co/oG9U7jAiQp"", 'The Princess of Staten Island has now became the Queen of #SDLive. Congratulations, @CarmellaWWE 👏👏… https://t.co/80Ta75wNKz', '@Kaitlinn98 *plays God Plan by Drake* 🤣', ""@Kaitlinn98 You are doing the Lord's work. 👏👏"", ""If or when Paige turns heel, I hope she aligns herself with the Iconic Duo and run the SmackDown women's division. #SDLiveAfterMania""]"
HolyFamilyHosp,"['#NationalHealthCareDecisionsDay is about advance care planning. Sharing your wishes and completing written advance… https://t.co/f4YjRuI03I', '#NationalHealthCareDecisionsDay is about advance care planning - making decisions regarding your end-of-life care s… https://t.co/ZMycMNQxUV', 'Learn the latest about knee &amp; hip replacement on April 24,  6-7 p.m. when Orthopedic Surgeon Gregory Johnson, MD ta… https://t.co/iNs1j2VkV8', 'A shout out to our occupational therapists and assistants who help patients of all ages continue their everyday act… https://t.co/y23mEroWvq', 'Learn the latest about knee &amp; hip replacement on April 24,  6-7 p.m. when Orthopedic Surgeon Gregory Johnson, MD ta… https://t.co/TjJ2hBY8AC', ""Holy Family Hospital's free Adult Medicine CME Summit offering 5 CME credits is May 18, and breakfast and lunch are… https://t.co/JGJykjdZaC"", 'In the U.S. about 88,000 people die from alcohol-related causes annually making it the 4th leading preventable caus… https://t.co/YtAjP5sUel', 'Given the rise in oral cancers related to the HPV virus, screening for early detection is important yet over 70% of… https://t.co/QVOc87IHkV', 'Engineering &amp; health science students from Salem Hew Hampshire High School visited us to learn about Mako™ robotic-… https://t.co/Wz1aNHYzIV', 'The @American_Heart  designated the first Wednesday in April as #NationalWalkingDay as a gentle reminder about how… https://t.co/cM6aPaTS15']"
GAPhysicianJobs,"['Pathologist - Macon, GA -  (GA Job)  http://https://t.co/g0F8W9r376', 'Endocrinologist in Atlanta! -  (GA Job)  http://https://t.co/byHeCMly6A', 'Outpatient Psychiatrist –Metro Atlanta, Georgia -  (GA Job)  #locum http://https://t.co/kxfBJDn7TW', 'Physician (Gastroenterology) -  (GA Job)  http://https://t.co/DlWxedeFKm', 'Retired physician opportunity -  (GA Job)  #locum http://https://t.co/gOCEG0Cx74', 'Pediatrician - Float Pool - Suburban Atlanta -  (GA Job)  http://https://t.co/3PE9FSvXr8', 'ENT Opportunity in Northwest Georgia -  (GA Job)  http://https://t.co/fuuBS8TvlT', 'Internal Medicine Physician Opportunity in Southern Georgia -  (GA Job)  http://https://t.co/LVY9dLFKsT', 'Physician (Pediatrics) -  (GA Job)  http://https://t.co/MdMPWhvoVt', 'Physician (Internal Medicine) -  (GA Job)  http://https://t.co/p8mH7LiwHI']"
GeraldCioffiDMD,"['A report from the Centers for Disease Control and Prevention confirms what many dentists already feared: Early chil… https://t.co/lG7HzNeIMN', 'Have you recently had an appointment with Dr. Gerald A. Cioffi? Tell us about your experience. Patient feedback pro… https://t.co/BJVbUWCj4N', ""One of the symptoms of sleep apnea is snoring, but it's far more than that. Research shows that this breathing prob… https://t.co/NKF7Gf6YdX"", 'You may have heard that extended breastfeeding could cause your toddler to have dental problems later on in life, b… https://t.co/btY5HCbdUz', 'Oral lesions — breaks in the tissue in your mouth — can make eating painful. These wounds are generally nothing to… https://t.co/325c2r3q2E', 'Red Wine May Help Fight Tooth Decay\n\nSpanish researchers have found that the polyphenols in red wine can prevent ba… https://t.co/EwjaoKkswV', 'Numerous studies show our oral health directly affects our overall well-being. In addition to avoiding fatty and pr… https://t.co/rbC9XpIRSA', 'Dental crowns give extra strength and protection to a natural tooth that has been compromised in some way — if you… https://t.co/NvhthRm6yj', ""Obstructive sleep apnea is a condition in which your breathing is disrupted during sleep. Not getting a good night'… https://t.co/bFeAeUBjo2"", 'If you wake up most mornings with a sore jaw, it might be due to TMJ. This common condition is caused by a misalign… https://t.co/jEsJXvFLPB']"
